ranking_2025,nit,razon_social,supervisor,región,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales_2025,ganancia_pérdida_2025,total_activos_2025,total_pasivos_2025,total_patrimonio_2025,ingresos_operacionales_2024,ganancia_pérdida_2024,total_activos_2024,total_pasivos_2024,total_patrimonio_2024,ranking_20251
27,811000740,ISAGEN S.A. E.S.P.,SUPERFINANCIERA,ANTIOQUIA,ANTIOQUIA,MEDELLIN,D3511 - Generación de energia electrica,SERVICIOS,5242488560,882203227,25989635428,20066450131,5923185297,6135599160.0,904615597.0,24293244016.0,18731662324.0,5561581692.0,27
28,800249860,CELSIA COLOMBIA S.A. E.S.P. ANTES EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P.- EPSA,SUPERFINANCIERA,PACÍFICO,VALLE DEL CAUCA,YUMBO,D3513 - Distribución de energía eléctrica,SERVICIOS,5071878781,426548913,13294884192,8303255901,4991628291,6547567046.0,325532359.0,13837464000.0,9100037000.0,4737427000.0,28
29,800007813,VANTI S.A. ESP,SUPERSERVICIOS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTA, D.C.",D3520 - Producción de gas; distribución de combustibles gaseosos por tuberías,SERVICIOS,4733745167,544390245,2604467713,1822005709,782462004,4242129638.0,460408635.0,2275488535.0,1576696937.0,698791598.0,29
30,860069804,CARBONES DEL CERREJON LIMITED,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,B0510 - Extracción de hulla (carbón de piedra),MINERO,4665456650,-617285605,6755599665,3378461772,3377137893,6047102083.0,-773134994.0,8824744651.0,4025008378.0,4799736273.0,30
31,830136799,BIOMAX BIOCOMBUSTIBLES S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,4507658098,90449209,1629623327,968161957,661461370,4512550305.0,104735066.0,1610218673.0,1039206512.0,571012161.0,31
32,900155107,CENCOSUD COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",COMERCIO,4439997929,-138037747,5706664847,2170968451,3535696396,4212866602.0,-304374676.0,5830008740.0,2156274597.0,3673734143.0,32
33,811009788,DISTRACOM S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,4302525994,87451913,2241758037,896261886,1345496151,3874476933.0,76995474.0,1869536441.0,796493130.0,1073043311.0,33
34,899999082,GRUPO ENERGÍA DE BOGOTÁ S.A. E.S.P.,SUPERFINANCIERA,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,D3512 - Transmisión de energía eléctrica,SERVICIOS,4262916224,3178242840,31739549151,12195854898,19543694253,3716639484.0,2462296362.0,30311684221.0,11150010652.0,19161673569.0,34
35,900166687,CONTINENTAL GOLD LIMITED SUCURSAL COLOMBIA,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,B0722 - Extracción de oro y otros metales preciosos,MINERO,4160372453,1873712370,3906863872,990969111,2915894761,2900582365.0,789943300.0,4630727027.0,1683677735.0,2947049292.0,35
36,900780510,AUTOMOTORES TOYOTA COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,3924340233,283369356,820123314,534732191,285391123,4028230390.0,352208548.0,978447288.0,623309458.0,355137830.0,36
37,860026895,ITALCOL SA ITALCOL SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,3819707461,222855010,1084643745,356153441,728490304,3189145271.0,126152351.0,998310481.0,442223277.0,556087204.0,37
38,830126302,FRONTERA ENERGY COLOMBIA CORP.SUCURSAL COLOMBIA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO,3796131117,-1983319142,4303448393,2282727618,2020720775,4250244656.0,-6891758.0,7899028475.0,2326531943.0,5572496532.0,38
39,860016610,INTERCONEXIÓN ELÉCTRICA S.A. E.S.P. - ISA,SUPERFINANCIERA,ANTIOQUIA,ANTIOQUIA,MEDELLIN,D3512 - Transmisión de energía eléctrica,SERVICIOS,3707303633,2414247630,26502266650,8660058804,17842207846,4130985568.0,2801293469.0,24737994973.0,8447199655.0,16290795318.0,39
40,830028931,SAMSUNG ELECTRONICS COLOMBIA S.A. SAMSUNG ELECTRONICS COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",COMERCIO,3617134233,60818536,1547688289,1169518366,378169923,3188315636.0,32119221.0,1517883060.0,1200531673.0,317351387.0,40
41,890399003,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,SUPERSERVICIOS,PACÍFICO,VALLE DEL CAUCA,CALI,D3514 - Comercialización de energía eléctrica,SERVICIOS,3610744485,418886833,9714726478,4266600407,5448126071,3574800257.0,16727871.0,8498441107.0,4319010391.0,4179430716.0,41
42,890300466,TECNOQUIMICAS S.A,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,3539346160,520307101,4514257748,920640641,3593617107,3134365764.0,425586482.0,4218685390.0,959947241.0,3258738149.0,42
43,819001667,PETROLEOS DEL MILENIO S.A.S. SIGLA PETROMIL S.A.S.,SUPERTRANSPORTE,CARIBE,BOLÍVAR,CARTAGENA DE INDIAS,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,3509199519,47861138,1133173009,750211425,382961584,3030538339.648,44715652.946,1061073296.539,725972850.81,335100445.729,43
44,860001697,GASEOSAS LUX S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas",MANUFACTURA,3450913186,168715963,2337557159,1507000577,830556582,3052175475.0,135143749.0,2139630789.0,1129267702.0,1010363087.0,44
45,900943243,SURAMERICA COMERCIAL SAS,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",COMERCIO,3373478560,181958868,2125374265,1187528815,937845450,2869448009.0,170721732.0,1478670239.0,695310411.0,783359828.0,45
46,860025792,RENAULT SOCIEDAD DE FABRICACION DE AUTOMOTORES S A S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,C2910 - Fabricación de vehículos automotores y sus motores,MANUFACTURA,3327204219,54566778,1519394581,1293530214,225864367,2426039216.0,-77125187.0,1184661352.0,1013363763.0,171297589.0,46
47,900306309,ARIS MININGPANAMA SEGOVIA S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,B0722 - Extracción de oro y otros metales preciosos,MINERO,3278029603,874720625,3413816839,712697233,2701119606,1866694875.0,443582655.0,2284125413.0,455038215.0,1829087198.0,47
48,901019586,COMERCIALIZADORA INTERNACIONAL ESLOP S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4662 - Comercio al por mayor de metales y productos metalíferos,COMERCIO,3217145521,13646340,113991488,82566262,31425226,1976640973.0,9118638.0,66089422.0,46486808.0,19602614.0,48
49,900331322,VERANO ENERGY BARBADOS LIMITED SUCURSAL,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO,3169180752,-80143094,12770847684,8467324164,4303523520,5483318686.0,699029832.0,13857298449.0,8339127745.0,5518170704.0,49
50,890901271,CONTEGRAL S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,3116525723,148380211,1483467803,807506904,675960899,2842585089.0,137147945.0,1174310947.0,597897751.0,576413196.0,50
51,830114921,COLOMBIA MOVIL S.A. E.S.P.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,J6120 - Actividades de telecomunicaciones inalámbricas,SERVICIOS,3114288097,374782628,6607042647,5833681691,773360956,2956157691.0,363139918.0,5667870596.0,5269719514.0,398151082.0,51
52,900585067,C.I. TRAFIGURA PETROLEUM COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,3100600658,2975299,519325213,486789194,32536019,4870423460.0,3909025.0,560897856.0,525951940.0,34945916.0,52
53,900491889,OPERACIONES Y SERVICIOS DE COMBUSTIBLES S.A.S.,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,3084541961,-15012177,135190624,142209409,-7018785,2762254509.0,39033.0,132590019.0,124596627.0,7993392.0,53
54,890304130,ALIMENTOS CARNICOS S.A.S.,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,YUMBO-VALLE,C1011 - Procesamiento y conservación de carne y productos cárnicos,MANUFACTURA,2963984897,161087681,4422579611,3373546601,1049033010,2844632076.0,174285795.0,2969722270.0,1740694481.0,1229027789.0,54
55,890704196,AEROVIAS DE INTEGRACION REGIONAL S A,SUPERTRANSPORTE,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTÁ, D.C.",H5111 - Transporte aéreo nacional de pasajeros,SERVICIOS,2956121910,-35102675,1360862193,1357352960,3509233,2495563861.0,-240870216.0,1390121885.0,1350819953.0,39301932.0,55
56,890903939,GASEOSAS POSADA TOBON S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas",MANUFACTURA,2870580613,46255881,3437372131,1839301068,1598071063,2846700531.0,44074579.0,3380831634.0,1828906006.0,1551925628.0,56
57,900319753,PRICESMART COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",COMERCIO,2766576290,25956057,1230986815,756842349,474144466,2360791615.0,-8951612.0,1208104164.0,771535773.0,436568391.0,57
58,900092385,UNE EPM TELECOMUNICACIONES S.A.,SUPERFINANCIERA,ANTIOQUIA,ANTIOQUIA,MEDELLIN,J6110 - Actividades de telecomunicaciones alámbricas,SERVICIOS,2749866090,242601294,5438183873,4766661407,671522466,2633200656.0,14947244.0,4960485075.0,4560590839.0,399894236.0,58
59,830078966,METROKIA S.A.,SUPERSOCIEDADES,CARIBE,MAGDALENA,SANTA-MARTA-MAGDALENA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,2716955830,108268220,1390649958,858250800,532399158,1901012216.0,64215837.0,1275507528.0,828078219.0,447429309.0,59
60,860072134,HOCOL SA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO,2682489813,529989467,4148751030,1583874722,2564876308,2660692141.0,55014897.0,4619613995.0,1661496263.0,2958117732.0,60
61,890112475,CI ENERGIA SOLAR SA ESWINDOWS,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,C2511 - Fabricación de productos metálicos para uso estructural,MANUFACTURA,2651840126,171862720,2036950890,656524377,1380426513,2624920216.0,200730299.0,1937647052.0,729105351.0,1208541701.0,61
62,900323853,TELEPERFORMANCE COLOMBIA S.A.S.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,N8220 - Actividades de centros de llamadas (call center),SERVICIOS,2633890196,30785050,1277497772,539558005,737939767,2655177809.0,190071244.0,1485350599.0,602461354.0,882889245.0,62
63,890912462,TAMPA CARGO S.A.S,SUPERTRANSPORTE,ANTIOQUIA,ANTIOQUIA,RIONEGRO,H5122 - Transporte aéreo internacional de carga,SERVICIOS,2626300733,-27979176,2915714511,2299618694,616095817,2399824918.0,34904636.0,2946725226.0,2186232944.0,760492282.0,63
64,890201881,AVSA S.A,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,A0150 - Explotación mixta (agrícola y pecuaria),AGROPECUARIO,2616699140,170791050,1560005965,591547249,968458716,2423164354.0,214918935.0,1236511694.0,339499210.0,897012484.0,64
65,900110594,OLAM AGRO COLOMBIA SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C1061 - Trilla de café,MANUFACTURA,2600560739,63529612,562596579,439711839,122884740,1425766989.0,2235219.0,663414632.0,604059504.0,59355128.0,65
66,800245746,TERMOBARRANQUILLA S.A. E.S.P.,SUPERSERVICIOS,CARIBE,ATLÁNTICO,SOLEDAD,D3511 - Generación de energia electrica,SERVICIOS,2592775101,200550679,2942886277,1623393636,1319492641,4169727229.0,457272395.0,3554016443.0,2128796569.0,1425219874.0,66
67,901210452,TERPEL EXPORTACIONES S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,2589079355,4465616,161321653,100863116,60458537,2462917202.0,23962260.0,196576850.0,140583929.0,55992921.0,67
68,891304762,ITALCOL DE OCCIDENTE SA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,PALMIRA-VALLE,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,2578461297,180502737,809554051,201930040,607624011,2280037811.0,121583567.0,767543065.0,270372083.0,497170982.0,68
69,900017447,FALABELLA DE COLOMBIA S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",COMERCIO,2543790880,29014967,1650489872,1275492875,374996997,2307560639.0,13431391.0,1717460919.0,1371452751.0,346008168.0,69
70,890904224,C I UNION DE BANANEROS DE URABA S A,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,2524299389,98561763,1304995028,605412262,699582766,2046166137.0,50209982.0,1222617607.0,576382338.0,646235269.0,70
71,890101691,GASES DEL CARIBE S.A. EMPRESA DE SERVICIOS PUBLICOS,SUPERSERVICIOS,CARIBE,ATLÁNTICO,BARRANQUILLA,D3520 - Producción de gas; distribución de combustibles gaseosos por tuberías,SERVICIOS,2508624016,294773514,3084464605,2588351441,496113164,2635568566.0,320401020.0,3004469909.0,2481179587.0,523290322.0,71
72,890903532,INDUSTRIA COLOMBIANA DE CAFE S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"C1062 - Descafeinado, tostión y molienda del café",MANUFACTURA,2507106361,84539011,3026737077,2440211020,586526057,1852483589.0,100552605.0,1811882307.0,1159193111.0,652689196.0,72
73,860004828,ALIMENTOS FINCA S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ENVIGADO-ANTIOQUIA,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,2489932392,101679984,1096324997,564403117,531921880,2064239964.0,81506148.0,920907727.0,492878207.0,428029520.0,73
74,890900266,GRUPO ARGOS S.A.,SUPERFINANCIERA,ANTIOQUIA,ANTIOQUIA,MEDELLIN,K6613 - Otras actividades relacionadas con el mercado de valores,SERVICIOS,2489422122,4651826348,13828840310,2813310090,11015530220,3535660135.0,2531987388.0,22014673092.0,3246981578.0,18767691514.0,74
75,890300546,COLGATE PALMOLIVE COMPAÑIA,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,2470192118,72886833,941860940,501561214,440299726,2382092359.0,70729159.0,950110225.0,579298963.0,370811262.0,75
76,900667590,INTERCOLOMBIA S.A. E.S.P,SUPERSERVICIOS,ANTIOQUIA,ANTIOQUIA,MEDELLIN,D3512 - Transmisión de energía eléctrica,SERVICIOS,2449948579,52926077,427252926,273700707,153552219,2367311487.0,57340226.0,447208855.0,296264275.0,150944580.0,76
77,860031606,DIANA CORPORACION SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C1051 - Elaboración de productos de molinería,MANUFACTURA,2427774329,11980644,1583434942,1263259800,320175142,2485955399.0,-18286553.0,1538894537.0,1248854151.0,290040386.0,77
78,900341086,COMERCIAL NUTRESA S.A.S,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,G4610 - Comercio al por mayor a cambio de una retribución o por contrata,COMERCIO,2407300006,60838654,1815726901,1773540364,42186537,1734253396.0,64386133.0,639161760.0,564958282.0,74203478.0,78
79,800185295,AMARILO SAS,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,2394957856,15985790,5559083230,3806803493,1752279737,2186301194.0,9692269.0,5370732106.0,3586346837.0,1784385269.0,79
80,800197463,POLLOS EL BUCANERO S.A.,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,CALI-VALLE,C1011 - Procesamiento y conservación de carne y productos cárnicos,MANUFACTURA,2390257722,35456217,1814766794,1126184271,688582523,2273429636.0,15725158.0,1735759565.0,1082633259.0,653126306.0,80
81,900703240,MAZDA DE COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,2381452730,120054985,691126879,276419724,414707155,1869141753.0,65599305.0,618562165.0,291110342.0,327451823.0,81
82,890900291,SOLLA S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,ITAGUI-ANTIOQUIA,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,2375131092,65798520,828196713,351541914,476654799,2210592996.0,115800529.0,842468261.0,386615456.0,455852805.0,82
83,830067394,MERCADOLIBRE COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",SERVICIOS,2369125838,-33458843,759991855,698612473,61379382,1858185367.0,14984981.0,645830755.0,550992530.0,94838225.0,83
84,860002304,GENERAL MOTORS COLMOTORES S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C2910 - Fabricación de vehículos automotores y sus motores,MANUFACTURA,2335255074,-119774612,1375560506,1872955457,-497394951,1212362823.0,-769318240.0,1355390445.0,1744619616.0,-389229171.0,84
85,800059470,ESENTTIA S.A.,SUPERSOCIEDADES,CARIBE,BOLÍVAR,CARTAGENA-BOLIVAR,C2013 - Fabricación de plásticos en formas primarias,MANUFACTURA,2320193796,23269783,2861983092,287290607,2574692485,2558911316.0,75313049.0,3507222200.0,565195799.0,2942026401.0,85
86,860025900,ALPINA PRODUCTOS ALIMENTICIOS S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,CUNDINAMARCA,SOPO-CUNDINAMARCA,C1040 - Elaboración de productos lácteos,MANUFACTURA,2308590723,114367380,1344661181,1180945406,163715775,2176461394.0,100521166.0,1431184168.0,1255424777.0,175759391.0,86
87,890920304,PEPSICO ALIMENTOS COLOMBIA LTDA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,2293157117,57755577,761345312,452105987,309239325,2097385142.0,-29031668.0,733218397.0,484031054.0,249187343.0,87
88,860002130,NESTLE DE COLOMBIA S.A,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,2290830782,125316242,1377673119,1221806789,155866330,2044469810.0,72675343.0,1295238493.0,1187832973.0,107405520.0,88
89,811036030,COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,"C1082 - Elaboración de cacao, chocolate y productos de confitería",MANUFACTURA,2267850802,313632755,4541146497,3171075910,1370070587,1943390973.0,74221547.0,3059217065.0,1660357436.0,1398859629.0,89
90,830010738,C.I. SUNSHINE BOUQUET S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,A0125 - Cultivo de flor de corte,AGROPECUARIO,2266835124,4454852,2500640753,1965205067,535435686,2156747414.0,21531850.0,2028554256.0,1517812757.0,510741499.0,90
91,901012419,SUCAFINA COLOMBIA S A S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,2258672910,-36757849,368336818,365480762,2856056,2002301595.0,16545505.0,848204196.0,838956001.0,9248195.0,91
92,860000996,RACAFE & CIA SCA,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,C1061 - Trilla de café,MANUFACTURA,2254785852,29852383,523095950,389648937,133447013,1361990021.0,9440253.0,857705833.0,720841487.0,136864346.0,92
93,890105526,PROMIGAS S.A. E.S.P.,SUPERFINANCIERA,CARIBE,ATLÁNTICO,BARRANQUILLA,H4930 - Transporte por tuberías,SERVICIOS,2196387933,1077339337,12812718925,6191635706,6621083219,2272903850.0,1060452884.0,12201102320.0,5719967160.0,6481135160.0,93
94,890900161,PRODUCTOS FAMILIA S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,2170797594,400476976,4606101569,1657986754,2948114815,2017259534.0,397918774.0,4025065559.0,1307361280.0,2717704279.0,94
95,890201230,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,SUPERSERVICIOS,CENTRO - ORIENTE,SANTANDER,BUCARAMANGA,D3514 - Comercialización de energía eléctrica,SERVICIOS,2145221962,269427678,2913599135,1707255020,1206344115,2250338238.0,252159480.0,3047068715.0,1859561772.0,1187506943.0,95
96,890916911,INDUSTRIA COLOMBIANA DE MOTOTCICLETAS YAMAHA S.A.,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,C3091 - Fabricación de motocicletas,MANUFACTURA,2136551270,253762818,1450786609,378128441,1072658168,1831377694.0,234334178.0,1291649675.0,390737091.0,900912584.0,96
97,900736182,APPLE COLOMBIA S.A.S,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,2133234837,87915499,743350320,638688196,104662124,1852122340.0,18054116.0,700744587.0,665943846.0,34800741.0,97
98,900294369,COMERCIAL CARD SAS,SUPERSOCIEDADES,ANTIOQUIA,ANTIOQUIA,MEDELLIN,J6209 - Otras actividades de tecnologías de información y actividades de servicios informáticos,SERVICIOS,2117490333,20724911,96699975,64735233,31964742,1526030206.0,18593077.0,72785133.0,34741837.0,38043296.0,98
99,900134459,TRANSPORTADORA DE GAS INTERNACIONAL S.A. E.S.P.,SUPERSERVICIOS,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,H4930 - Transporte por tuberías,SERVICIOS,2105411270,508981212,9843234721,5697481402,4145753319,2176652520.0,503440263.0,10180648846.0,6149188412.0,4031460434.0,99
100,900105860,SOCIEDAD CONCESIONARIA OPERADORA AEROPORTUARIA INTERNACIONAL S.A.,SUPERTRANSPORTE,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,"BOGOTÁ, D.C.","H5223 - Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo",SERVICIOS,2098461531,248161970,2034011454,1661198429,372813025,1964662074.882,199985092.767,2348303847.688,2110543201.498,237760646.188,100
101,890301163,DISTRIBUIDORA COLOMBINA LTDA.,SUPERSOCIEDADES,PACÍFICO,VALLE DEL CAUCA,TULUA-VALLE,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,2094831197,85556355,636798569,512380632,124417937,1084461024.0,33911616.0,259918941.0,221101648.0,38817293.0,101
102,900691280,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,SUPERSERVICIOS,ANTIOQUIA,ANTIOQUIA,MEDELLIN,D3514 - Comercialización de energía eléctrica,SERVICIOS,2087236321,101371265,1180540476,638538084,542002392,2010842372.0,59307428.0,988895324.0,552666746.0,436228578.0,102
103,892300678,ETICOS  S.A.S.,SUPERSOCIEDADES,CARIBE,ATLÁNTICO,BARRANQUILLA,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",COMERCIO,2042051375,50825410,1132502947,864022977,268479970,1794525515.0,40293996.0,883383069.0,713053475.0,170329594.0,103
104,860001307,DISTRIBUIDORA NISSAN S.A.,SUPERSOCIEDADES,BOGOTÁ-CUNDINAMARCA,DISTRITO CAPITAL DE BOGOTÁ,BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,2014884813,72033927,1498915234,868349856,630565378,1703787657.0,39315261.0,1227200390.0,655300680.0,571899710.0,104
